1.025000e-10 7.402400e-01 1.025000e-10 1.027300e-36 1.025000e-10 1.027300e-36 1.025000e-10 1.027300e-36 1.025000e-10 1.027300e-36 1.025000e-10 2.597600e-01 1.025000e-10 1.027300e-36 1.025000e-10 1.027300e-36 
1.075000e-10 7.405600e-01 1.075000e-10 1.050100e-36 1.075000e-10 1.050100e-36 1.075000e-10 1.050100e-36 1.075000e-10 1.050100e-36 1.075000e-10 2.594400e-01 1.075000e-10 1.050100e-36 1.075000e-10 1.050100e-36 
1.125000e-10 7.408900e-01 1.125000e-10 1.073800e-36 1.125000e-10 1.073800e-36 1.125000e-10 1.073800e-36 1.125000e-10 1.073800e-36 1.125000e-10 2.591100e-01 1.125000e-10 1.073800e-36 1.125000e-10 1.073800e-36 
1.175000e-10 7.412100e-01 1.175000e-10 1.095800e-36 1.175000e-10 1.095800e-36 1.175000e-10 1.095800e-36 1.175000e-10 1.095800e-36 1.175000e-10 2.587900e-01 1.175000e-10 1.095800e-36 1.175000e-10 1.095800e-36 
1.237500e-10 7.416200e-01 1.237500e-10 1.122800e-36 1.237500e-10 1.122800e-36 1.237500e-10 1.122800e-36 1.237500e-10 1.122800e-36 1.237500e-10 2.583800e-01 1.237500e-10 1.122800e-36 1.237500e-10 1.122800e-36 
1.312500e-10 7.420900e-01 1.312500e-10 1.154500e-36 1.312500e-10 1.154500e-36 1.312500e-10 1.154500e-36 1.312500e-10 1.154500e-36 1.312500e-10 2.579100e-01 1.312500e-10 1.154500e-36 1.312500e-10 1.154500e-36 
1.387500e-10 7.425700e-01 1.387500e-10 1.184800e-36 1.387500e-10 1.184800e-36 1.387500e-10 1.184800e-36 1.387500e-10 1.184800e-36 1.387500e-10 2.574300e-01 1.387500e-10 1.184800e-36 1.387500e-10 1.184800e-36 
1.462500e-10 7.430500e-01 1.462500e-10 1.214200e-36 1.462500e-10 1.214200e-36 1.462500e-10 1.214200e-36 1.462500e-10 1.214200e-36 1.462500e-10 2.569500e-01 1.462500e-10 1.214200e-36 1.462500e-10 1.214200e-36 
1.550000e-10 7.436000e-01 1.550000e-10 1.247600e-36 1.550000e-10 1.247600e-36 1.550000e-10 1.247600e-36 1.550000e-10 1.247600e-36 1.550000e-10 2.564000e-01 1.550000e-10 1.247600e-36 1.550000e-10 1.247600e-36 
1.650000e-10 7.442300e-01 1.650000e-10 1.283900e-36 1.650000e-10 1.283900e-36 1.650000e-10 1.283900e-36 1.650000e-10 1.283900e-36 1.650000e-10 2.557700e-01 1.650000e-10 1.283900e-36 1.650000e-10 1.283900e-36 
