1.025000e-10 7.192900e+00 1.025000e-10 7.654000e+00 1.025000e-10 7.309100e+00 1.025000e-10 7.627000e+00 1.025000e-10 8.596800e+00 1.025000e-10 7.573400e+00 
1.075000e-10 7.039900e+00 1.075000e-10 7.481200e+00 1.075000e-10 7.148600e+00 1.075000e-10 7.454900e+00 1.075000e-10 8.415300e+00 1.075000e-10 7.412300e+00 
1.125000e-10 6.887400e+00 1.125000e-10 7.327600e+00 1.125000e-10 7.003400e+00 1.125000e-10 7.301800e+00 1.125000e-10 8.234300e+00 1.125000e-10 7.251600e+00 
1.175000e-10 6.752200e+00 1.175000e-10 7.181900e+00 1.175000e-10 6.868200e+00 1.175000e-10 7.156600e+00 1.175000e-10 8.074000e+00 1.175000e-10 7.109400e+00 
1.237500e-10 6.593600e+00 1.237500e-10 7.010800e+00 1.237500e-10 6.700100e+00 1.237500e-10 6.986100e+00 1.237500e-10 7.885800e+00 1.237500e-10 6.942400e+00 
1.312500e-10 6.416600e+00 1.312500e-10 6.824400e+00 1.312500e-10 6.520200e+00 1.312500e-10 6.800300e+00 1.312500e-10 7.675900e+00 1.312500e-10 6.755900e+00 
1.387500e-10 6.256500e+00 1.387500e-10 6.654800e+00 1.387500e-10 6.359700e+00 1.387500e-10 6.631400e+00 1.387500e-10 7.486000e+00 1.387500e-10 6.587400e+00 
1.462500e-10 6.108900e+00 1.462500e-10 6.496300e+00 1.462500e-10 6.208800e+00 1.462500e-10 6.473400e+00 1.462500e-10 7.311000e+00 1.462500e-10 6.432000e+00 
1.550000e-10 5.950100e+00 1.550000e-10 6.329000e+00 1.550000e-10 6.058200e+00 1.550000e-10 6.306700e+00 1.550000e-10 7.122800e+00 1.550000e-10 6.264800e+00 
1.650000e-10 5.786500e+00 1.650000e-10 6.160500e+00 1.650000e-10 5.892200e+00 1.650000e-10 6.138700e+00 1.650000e-10 6.928800e+00 1.650000e-10 6.092500e+00 
1.750000e-10 5.636600e+00 1.750000e-10 6.002000e+00 1.750000e-10 5.730600e+00 1.750000e-10 5.980900e+00 1.750000e-10 6.751200e+00 1.750000e-10 5.934700e+00 
1.850000e-10 5.500300e+00 1.850000e-10 5.851300e+00 1.850000e-10 5.594300e+00 1.850000e-10 5.830700e+00 1.850000e-10 6.589700e+00 1.850000e-10 5.791200e+00 
1.950000e-10 5.380700e+00 1.950000e-10 5.721900e+00 1.950000e-10 5.463100e+00 1.950000e-10 5.701800e+00 1.950000e-10 6.447900e+00 1.950000e-10 5.665300e+00 
2.050000e-10 5.263200e+00 2.050000e-10 5.594400e+00 2.050000e-10 5.346700e+00 2.050000e-10 5.574700e+00 2.050000e-10 6.308700e+00 2.050000e-10 5.541500e+00 
2.150000e-10 5.151900e+00 2.150000e-10 5.481900e+00 2.150000e-10 5.235900e+00 2.150000e-10 5.462600e+00 2.150000e-10 6.176900e+00 2.150000e-10 5.424400e+00 
2.250000e-10 5.055900e+00 2.250000e-10 5.375700e+00 2.250000e-10 5.135400e+00 2.250000e-10 5.356700e+00 2.250000e-10 6.063100e+00 2.250000e-10 5.323300e+00 
2.350000e-10 4.960500e+00 2.350000e-10 5.274400e+00 2.350000e-10 5.040200e+00 2.350000e-10 5.255800e+00 2.350000e-10 5.950100e+00 2.350000e-10 5.222900e+00 
2.475000e-10 4.852100e+00 2.475000e-10 5.161300e+00 2.475000e-10 4.930500e+00 2.475000e-10 5.143200e+00 2.475000e-10 5.821600e+00 2.475000e-10 5.108800e+00 
2.625000e-10 4.733400e+00 2.625000e-10 5.034000e+00 2.625000e-10 4.809700e+00 2.625000e-10 5.016200e+00 2.625000e-10 5.680900e+00 2.625000e-10 4.983700e+00 
2.750000e-10 4.642200e+00 2.750000e-10 4.937800e+00 2.750000e-10 4.721500e+00 2.750000e-10 4.920400e+00 2.750000e-10 5.572900e+00 2.750000e-10 4.887700e+00 
2.900000e-10 4.541300e+00 2.900000e-10 4.830100e+00 2.900000e-10 4.617500e+00 2.900000e-10 4.813000e+00 2.900000e-10 5.453300e+00 2.900000e-10 4.781500e+00 
3.100000e-10 4.419500e+00 3.100000e-10 4.699800e+00 3.100000e-10 4.490400e+00 3.100000e-10 4.683300e+00 3.100000e-10 5.308800e+00 3.100000e-10 4.653200e+00 
3.300000e-10 4.308500e+00 3.300000e-10 4.582700e+00 3.300000e-10 4.382100e+00 3.300000e-10 4.566500e+00 3.300000e-10 5.177300e+00 3.300000e-10 4.536400e+00 
3.500000e-10 4.208600e+00 3.500000e-10 4.476600e+00 3.500000e-10 4.276700e+00 3.500000e-10 4.460800e+00 3.500000e-10 5.058700e+00 3.500000e-10 4.431200e+00 
3.700000e-10 4.117900e+00 3.700000e-10 4.383100e+00 3.700000e-10 4.184800e+00 3.700000e-10 4.367700e+00 3.700000e-10 4.951000e+00 3.700000e-10 4.335700e+00 
3.900000e-10 4.036000e+00 3.900000e-10 4.294500e+00 3.900000e-10 4.099700e+00 3.900000e-10 4.279300e+00 3.900000e-10 4.853800e+00 3.900000e-10 4.249500e+00 
4.125000e-10 3.952600e+00 4.125000e-10 4.200900e+00 4.125000e-10 4.011500e+00 4.125000e-10 4.186100e+00 4.125000e-10 4.754500e+00 4.125000e-10 4.161600e+00 
4.375000e-10 3.862300e+00 4.375000e-10 4.109700e+00 4.375000e-10 3.923900e+00 4.375000e-10 4.095200e+00 4.375000e-10 4.647200e+00 4.375000e-10 4.066600e+00 
4.625000e-10 3.785300e+00 4.625000e-10 4.024000e+00 4.625000e-10 3.844000e+00 4.625000e-10 4.009800e+00 4.625000e-10 4.555400e+00 4.625000e-10 3.985500e+00 
4.875000e-10 3.710800e+00 4.875000e-10 3.947800e+00 4.875000e-10 3.770000e+00 4.875000e-10 3.933900e+00 4.875000e-10 4.466600e+00 4.875000e-10 3.907100e+00 
5.125000e-10 3.645200e+00 5.125000e-10 3.876000e+00 5.125000e-10 3.704800e+00 5.125000e-10 3.862400e+00 5.125000e-10 4.388300e+00 5.125000e-10 3.838000e+00 
