1.025000e-10 8.336267e-03 1.025000e-10 6.691383e-03 1.025000e-10 6.777946e-02 1.025000e-10 7.596411e-02 1.025000e-10 7.934426e-02 1.025000e-10 6.882526e-02 1.025000e-10 6.899215e-02 
1.075000e-10 8.738318e-03 1.075000e-10 7.018106e-03 1.075000e-10 7.109710e-02 1.075000e-10 7.967529e-02 1.075000e-10 8.321825e-02 1.075000e-10 7.217789e-02 1.075000e-10 7.232977e-02 
1.125000e-10 9.140369e-03 1.125000e-10 7.344828e-03 1.125000e-10 7.438157e-02 1.125000e-10 8.338647e-02 1.125000e-10 8.708256e-02 1.125000e-10 7.554065e-02 1.125000e-10 7.571130e-02 
1.175000e-10 9.548701e-03 1.175000e-10 7.671551e-03 1.175000e-10 7.769921e-02 1.175000e-10 8.708327e-02 1.175000e-10 9.095656e-02 1.175000e-10 7.889330e-02 1.175000e-10 7.909283e-02 
1.237500e-10 1.005126e-02 1.237500e-10 8.079311e-03 1.237500e-10 8.184627e-02 1.237500e-10 9.171505e-02 1.237500e-10 9.579178e-02 1.237500e-10 8.309675e-02 1.237500e-10 8.326486e-02 
1.312500e-10 1.066062e-02 1.312500e-10 8.568108e-03 1.312500e-10 8.678956e-02 1.312500e-10 9.728182e-02 1.312500e-10 1.015591e-01 1.312500e-10 8.813076e-02 1.312500e-10 8.831522e-02 
1.387500e-10 1.126370e-02 1.387500e-10 9.058193e-03 1.387500e-10 9.173285e-02 1.387500e-10 1.028342e-01 1.387500e-10 1.073847e-01 1.387500e-10 9.316479e-02 1.387500e-10 9.336556e-02 
1.462500e-10 1.187306e-02 1.462500e-10 9.548278e-03 1.462500e-10 9.670931e-02 1.462500e-10 1.084010e-01 1.462500e-10 1.132102e-01 1.462500e-10 9.819880e-02 1.462500e-10 9.841591e-02 
1.550000e-10 1.257664e-02 1.550000e-10 1.011940e-02 1.550000e-10 1.024820e-01 1.550000e-10 1.148740e-01 1.550000e-10 1.200067e-01 1.550000e-10 1.041241e-01 1.550000e-10 1.043006e-01 
1.650000e-10 1.338075e-02 1.650000e-10 1.077156e-02 1.650000e-10 1.091173e-01 1.650000e-10 1.222963e-01 1.650000e-10 1.277742e-01 1.650000e-10 1.108092e-01 1.650000e-10 1.110637e-01 
