1.995000e+01 5.760960e-06 1.995000e+01 2.562596e-06 1.995000e+01 2.912428e-06 
1.985000e+01 6.179092e-06 1.985000e+01 2.746590e-06 1.985000e+01 3.123840e-06 
1.975000e+01 6.627254e-06 1.975000e+01 2.943579e-06 1.975000e+01 3.350460e-06 
1.965000e+01 7.107676e-06 1.965000e+01 3.155094e-06 1.965000e+01 3.593380e-06 
1.955000e+01 7.622761e-06 1.955000e+01 3.382210e-06 1.955000e+01 3.853843e-06 
1.945000e+01 8.174603e-06 1.945000e+01 3.625872e-06 1.945000e+01 4.132893e-06 
1.935000e+01 8.766195e-06 1.935000e+01 3.887461e-06 1.935000e+01 4.432053e-06 
1.925000e+01 9.400372e-06 1.925000e+01 4.168234e-06 1.925000e+01 4.752751e-06 
1.915000e+01 1.007998e-05 1.915000e+01 4.469565e-06 1.915000e+01 5.096455e-06 
1.905000e+01 1.080819e-05 1.905000e+01 4.792863e-06 1.905000e+01 5.464756e-06 
1.895000e+01 1.158842e-05 1.895000e+01 5.139724e-06 1.895000e+01 5.859388e-06 
1.885000e+01 1.242461e-05 1.885000e+01 5.511908e-06 1.885000e+01 6.282385e-06 
1.875000e+01 1.332072e-05 1.875000e+01 5.911251e-06 1.875000e+01 6.735698e-06 
1.865000e+01 1.428077e-05 1.865000e+01 6.339508e-06 1.865000e+01 7.221404e-06 
1.855000e+01 1.530946e-05 1.855000e+01 6.798803e-06 1.855000e+01 7.741887e-06 
1.845000e+01 1.641132e-05 1.845000e+01 7.291212e-06 1.845000e+01 8.299456e-06 
1.835000e+01 1.759231e-05 1.835000e+01 7.819414e-06 1.835000e+01 8.897091e-06 
1.825000e+01 1.885706e-05 1.825000e+01 8.385538e-06 1.825000e+01 9.537190e-06 
1.815000e+01 2.021160e-05 1.815000e+01 8.992582e-06 1.815000e+01 1.022279e-05 
1.805000e+01 2.166312e-05 1.805000e+01 9.643948e-06 1.805000e+01 1.095747e-05 
1.795000e+01 2.321735e-05 1.795000e+01 1.034233e-05 1.795000e+01 1.174419e-05 
1.785000e+01 2.488211e-05 1.785000e+01 1.109138e-05 1.785000e+01 1.258685e-05 
1.775000e+01 2.666549e-05 1.775000e+01 1.189481e-05 1.775000e+01 1.348964e-05 
1.765000e+01 2.857492e-05 1.765000e+01 1.275517e-05 1.765000e+01 1.445622e-05 
1.755000e+01 3.061939e-05 1.755000e+01 1.367561e-05 1.755000e+01 1.549125e-05 
1.745000e+01 3.280909e-05 1.745000e+01 1.466064e-05 1.745000e+01 1.659990e-05 
1.735000e+01 3.515274e-05 1.735000e+01 1.571409e-05 1.735000e+01 1.778654e-05 
1.725000e+01 3.766247e-05 1.725000e+01 1.684126e-05 1.725000e+01 1.905735e-05 
1.715000e+01 4.034908e-05 1.715000e+01 1.804805e-05 1.715000e+01 2.041785e-05 
1.705000e+01 4.322572e-05 1.705000e+01 1.934148e-05 1.705000e+01 2.187476e-05 
1.695000e+01 4.630464e-05 1.695000e+01 2.072693e-05 1.695000e+01 2.343427e-05 
1.685000e+01 4.959965e-05 1.685000e+01 2.220953e-05 1.685000e+01 2.510337e-05 
